x,y
0,100.0
10,99.68
15,99.86
20,99.99
30,99.91
50,99.81
70,99.43
100,99.70
150,99.50
200,99.66
300,99.58
500,99.50
700,99.44
1000,99.37
1500,99.15
2000,99.32
3000,99.23
5000,99.13
7000,98.71
10000,99.06
13000,98.83
16000,98.80
18000,98.80
