cycle,F_over_F0
1.0,1.0000
99.8,0.9960
286.9,0.9733
299.5,0.9758
312.6,0.9733
382.2,0.9566
399.6,0.9597
417.8,0.9565
717.7,0.9460
1994.5,0.9359
2988.0,0.9332
3986.2,0.9308
7107.9,0.9264
19873.9,0.9190
29797.0,0.9168
39725.4,0.9147
70957.0,0.9081
198293.9,0.8997
297348.5,0.8942
396448.5,0.8907
677595.7,0.8818
