x,y
0,100.0
10,98.83
20,99.01
30,98.63
50,98.28
70,98.10
100,97.92
150,98.05
200,97.79
300,97.63
500,97.49
700,97.35
1000,97.23
1500,97.39
2000,97.52
3000,97.43
5000,96.82
7000,96.69
10000,96.59
13000,96.79
16000,96.75
19000,96.85
