x,y
0,100.0
10,98.68
15,98.58
20,98.58
30,98.43
50,98.24
70,98.10
100,97.95
150,97.97
200,97.79
300,97.61
500,97.39
700,97.28
1000,97.15
1500,97.18
2000,97.02
3000,97.05
5000,96.89
7000,96.76
10000,96.64
13000,96.44
16000,96.39
19000,96.42
