x,y
0,100.0
10,98.45
20,98.10
30,97.47
50,97.03
70,96.47
100,96.07
150,96.03
200,96.00
300,95.80
500,95.43
700,95.01
1000,95.03
1500,94.77
2000,94.50
3000,94.51
5000,94.21
7000,93.87
10000,93.94
13000,93.77
16000,93.72
19000,93.84
