x,y
0,100.0
10,99.83
15,99.48
20,99.52
30,98.69
50,98.34
70,98.20
100,98.10
150,98.25
200,98.00
300,98.22
500,97.84
700,97.68
1000,97.51
1500,97.40
2000,97.31
3000,97.06
5000,96.79
7000,96.65
10000,96.31
13000,96.42
16000,96.36
18000,96.33
