cycle,F_over_F0
1.0,1.0000
100.5,1.0011
199.7,0.9948
299.5,0.9632
399.0,0.9483
717.4,0.9302
1997.2,0.9170
2993.3,0.9106
3988.9,0.9082
7110.9,0.9050
19873.9,0.8984
29802.2,0.8949
39692.9,0.8925
71323.2,0.8869
197814.2,0.8765
296635.5,0.8726
396928.6,0.8677
688389.9,0.8570
