x,y
0,100.0
10,99.43
15,98.81
20,98.82
30,98.19
50,97.68
70,96.53
100,96.03
150,96.17
200,96.43
300,96.18
500,95.89
700,95.05
1000,94.82
1500,94.97
2000,94.57
3000,94.31
5000,94.04
7000,93.87
10000,93.70
13000,93.80
16000,93.66
18000,93.35
