x,F_over_F0
10,1.0000
20,1.0000
40,1.0105
70,1.0316
100,1.0526
200,1.1368
400,1.2421
700,1.4526
1000,1.6316
1500,1.8737
2000,2.0526
3000,2.2105
4000,2.2947
5000,2.2842
7000,2.2316
10000,2.1263
15000,2.0316
20000,1.9684
30000,1.8842
50000,1.8105
70000,1.7684
100000,1.7158
150000,1.6526
200000,1.6105
300000,1.5579
400000,1.5368
500000,1.5158
600000,1.5053
