x,F_over_F0
10,1.0000
20,1.0000
40,1.0106
70,1.0213
100,1.0426
200,1.1064
400,1.1809
700,1.3085
1000,1.4255
1500,1.5957
2000,1.7128
3000,1.8298
4000,1.8936
5000,1.9149
7000,1.9149
10000,1.8830
15000,1.8511
20000,1.8191
30000,1.7766
50000,1.7234
70000,1.6915
100000,1.6596
150000,1.6277
200000,1.6064
300000,1.5745
400000,1.5532
500000,1.5319
600000,1.5213
