x,F_over_F0
1,0.9999
2,0.8902
3,0.8324
4,0.8259
5,0.7669
6,0.7349
7,0.7343
8,0.6988
9,0.6880
10,0.6904
11,0.6451
12,0.6233
13,0.6134
14,0.6050
15,0.5826
16,0.5888
17,0.5938
18,0.5497
19,0.5587
20,0.5491
