x,F_over_F0
1,1.0000
2000,0.9772
3000,0.9675
4000,0.9575
5000,0.9499
6000,0.9360
7000,0.9281
8000,0.9108
9000,0.9053
10000,0.8972
11000,0.8870
12000,0.8809
13000,0.8602
14000,0.8552
15000,0.8516
16000,0.8479
17000,0.8235
18000,0.8154
19000,0.8094
20000,0.8038
21000,0.7999
22000,0.7753
23000,0.7745
24000,0.7692
26650,0.6963
28000,0.6960
31000,0.6960
