x,F_over_F0
0.00,0.9878
0.25,0.9872
0.50,0.9874
0.75,0.9872
1.00,0.9878
1.25,0.9873
1.50,0.9874
1.75,0.9872
2.00,0.9878
2.25,0.9872
2.50,0.9874
2.75,0.9872
3.00,0.9878
3.25,0.9872
3.50,0.9874
3.75,0.9872
4.00,0.9878
4.25,0.9872
4.50,0.9874
4.75,0.9872
5.00,0.9878
5.25,0.9872
5.50,0.9874
5.75,0.9872
6.00,0.9878
6.25,0.9872
6.50,0.9874
6.75,0.9872
7.00,0.9878
7.25,0.9872
7.50,0.9874
7.75,0.9872
8.00,0.9878
8.25,0.9872
8.50,0.9874
8.75,0.9872
9.00,0.9878
9.25,0.9872
9.50,0.9873
9.75,0.9872
