x,F_over_F0
0,1.0000
10656,0.9963
17928,0.9938
25164,0.9952
32436,0.9911
50328,0.9883
64728,0.9869
79200,0.9816
97128,0.9817
111600,0.9839
129708,0.9789
158436,0.9762
183672,0.9714
212400,0.9715
241308,0.9669
280908,0.9652
309672,0.9612
338580,0.9629
360000,0.9570
399960,0.9541
452484,0.9512
504972,0.9480
557064,0.9455
609588,0.9420
662112,0.9418
696744,0.9402
