x,F_over_F0
0.00,1.0036
0.25,1.0048
0.50,1.0064
0.75,1.0050
1.00,1.0036
1.25,1.0048
1.50,1.0063
1.75,1.0050
2.00,1.0036
2.25,1.0048
2.50,1.0063
2.75,1.0049
3.00,1.0036
3.25,1.0048
3.50,1.0063
3.75,1.0050
4.00,1.0036
4.25,1.0048
4.50,1.0063
4.75,1.0049
5.00,1.0036
5.25,1.0048
5.50,1.0063
5.75,1.0050
6.00,1.0036
6.25,1.0048
6.50,1.0063
6.75,1.0049
7.00,1.0036
7.25,1.0048
7.50,1.0063
7.75,1.0050
8.00,1.0036
8.25,1.0048
8.50,1.0063
8.75,1.0049
9.00,1.0036
9.25,1.0048
9.50,1.0063
9.75,1.0050
