x,F_over_F0
0,1.000
20,0.875
30,0.867
50,0.860
70,0.855
100,0.850
200,0.843
300,0.840
500,0.835
700,0.832
1000,0.830
2000,0.825
3000,0.822
5000,0.818
7000,0.815
10000,0.813
20000,0.808
30000,0.805
50000,0.800
70000,0.797
100000,0.793
200000,0.785
300000,0.780
500000,0.773
700000,0.768
1000000,0.758
