x,F_over_F0
0,1.000
5,0.995
10,0.990
15,0.985
20,0.980
25,0.973
28,0.950
31,0.880
34,0.750
37,0.600
40,0.470
43,0.360
45,0.312
50,0.290
55,0.280
60,0.275
65,0.270
70,0.265
75,0.270
80,0.278
