x,F_over_F0
0,1.0000
10,0.7845
25,0.7459
50,0.7202
65,0.7350
72,0.8473
80,0.9411
100,0.9076
145,0.8843
155,0.8752
170,0.8752
180,0.8766
217,0.8113
230,0.8113
260,0.8044
300,0.7723
340,0.7634
360,0.7576
420,0.7611
500,0.7510
600,0.7349
700,0.7358
800,0.7437
900,0.7241
1000,0.6959
1100,0.7207
1250,0.6868
1450,0.6518
1700,0.6414
2000,0.6143
