x,F_over_F0
0,1.000
2,0.887
4,0.733
6,0.580
8,0.447
10,0.353
12,0.293
15,0.247
20,0.213
25,0.203
30,0.200
40,0.197
50,0.197
60,0.193
70,0.193
80,0.193
90,0.197
100,0.197
110,0.197
120,0.200
127,0.190
130,0.180
135,0.180
140,0.180
