x,F_over_F0
0,1.000
20,0.820
30,0.797
50,0.780
70,0.770
100,0.760
200,0.745
300,0.740
500,0.732
700,0.727
1000,0.723
2000,0.715
3000,0.710
5000,0.703
7000,0.698
10000,0.695
20000,0.687
30000,0.683
50000,0.677
70000,0.673
100000,0.670
200000,0.660
300000,0.655
500000,0.647
700000,0.642
1000000,0.630
