x,F_over_F0
0,1.0000
20,0.9961
40,0.9903
80,0.9709
120,0.9612
160,0.9485
200,0.9359
300,0.9165
400,0.9029
500,0.8932
600,0.8854
700,0.8777
800,0.8738
900,0.8718
980,0.8699
