x,F_over_F0
0,1.0000
10,0.8507
25,0.8302
50,0.8116
100,0.7909
150,0.7836
200,0.7817
300,0.7687
400,0.7537
500,0.7640
600,0.7677
650,0.7565
700,0.6828
750,0.5802
800,0.4813
830,0.4160
850,0.4160
870,0.3713
900,0.3713
960,0.3843
1000,0.4104
1020,0.4030
1060,0.3881
1100,0.3881
1150,0.3899
1175,0.4272
1200,0.3862
1260,0.4104
1300,0.4142
1340,0.5466
1360,0.3862
1400,0.3881
1500,0.4104
1600,0.4328
1700,0.4310
1800,0.4440
1900,0.4440
2000,0.4627
