x,F_over_F0
0,1.0000
10,0.5776
25,0.5570
50,0.5383
100,0.5290
150,0.5196
200,0.4916
300,0.4879
400,0.4766
500,0.4813
600,0.4505
650,0.4729
700,0.5252
750,0.4140
800,0.2822
830,0.2206
850,0.2318
870,0.1766
900,0.1757
960,0.1794
1000,0.3925
1020,0.2000
1060,0.1860
1100,0.1879
1150,0.1869
1175,0.2505
1200,0.1813
1260,0.1869
1300,0.2150
1340,0.5168
1360,0.1813
1400,0.1832
1500,0.2112
1600,0.2280
1700,0.2243
1800,0.2355
1900,0.2383
2000,0.2523
