x,F_over_F0
2,0.9769
8,0.9428
14,0.9105
20,0.8801
26,0.8442
31,0.8156
37,0.7845
45,0.7492
53,0.7194
61,0.6865
69,0.6573
79,0.6245
88,0.5940
98,0.5648
108,0.5350
118,0.5064
130,0.4723
141,0.4413
153,0.4090
167,0.3767
181,0.3439
196,0.3122
210,0.2836
226,0.2532
244,0.2234
265,0.1869
299,0.1576
334,0.1296
369,0.1083
405,0.0931
440,0.0803
475,0.0663
511,0.0511
546,0.0365
582,0.0286
617,0.0274
664,0.0280
