x,F_over_F0
10,1.0000
20,1.0085
40,1.0508
70,1.1441
100,1.2542
200,1.5254
400,1.7373
700,1.8305
1000,1.8390
1500,1.7627
2000,1.6525
3000,1.4576
4000,1.2712
5000,1.1441
7000,1.0000
10000,0.8898
15000,0.7797
20000,0.7203
30000,0.6525
50000,0.5932
70000,0.5508
100000,0.5169
150000,0.4831
200000,0.4661
300000,0.4492
400000,0.4407
500000,0.4322
600000,0.4237
