x,F_over_F0
0,1.000
25,0.885
50,0.835
100,0.790
200,0.755
300,0.740
500,0.710
750,0.690
1000,0.675
1500,0.655
2000,0.640
3000,0.625
4000,0.610
5000,0.598
6000,0.588
7000,0.578
8000,0.568
9000,0.562
10000,0.554
11000,0.546
12000,0.541
13000,0.538
14000,0.535
15000,0.5367
