x,F_over_F0
0,1.000
2,0.867
4,0.687
6,0.533
8,0.400
10,0.307
12,0.253
15,0.220
20,0.213
30,0.220
40,0.213
50,0.213
60,0.217
70,0.210
80,0.213
90,0.210
100,0.210
110,0.213
120,0.213
127,0.207
129,0.187
131,0.120
133,0.033
134,0.007
135,0.000
140,0.000
