x,F_over_F0
0,1.0000
10,0.8063
25,0.7807
50,0.7562
65,0.7539
72,0.7551
80,0.7541
100,0.7507
145,0.7534
155,0.7428
170,0.9272
180,0.9176
217,0.8979
230,0.8920
260,0.8834
300,0.8718
340,0.8644
360,0.8616
420,0.8539
500,0.8405
600,0.8310
700,0.8195
800,0.8044
900,0.7996
1000,0.8345
1100,0.8075
1250,0.8058
1450,0.7740
1700,0.7615
2000,0.7581
