x,F_over_F0
0,1.0000
10,0.9487
25,0.9454
50,0.9358
75,0.9276
100,0.9260
150,0.9287
200,0.9168
300,0.9114
400,0.9089
500,0.9048
600,0.8989
700,0.8985
800,0.8991
900,0.8947
1000,0.8898
1050,0.8939
1075,0.8917
1100,0.8848
1200,0.8884
1300,0.8879
1400,0.8820
1500,0.8762
1600,0.8745
1700,0.8726
1725,0.8725
1750,0.8718
1850,0.8700
1950,0.8688
2000,0.8687
