x,F_over_F0
1,1.0000
50,1.0130
100,1.0215
200,1.0650
300,1.0965
400,1.1280
700,1.1400
1000,1.1395
1600,1.1580
2000,1.2505
3500,1.2590
4500,1.2620
6000,1.2575
8000,1.2600
10000,1.2590
13000,1.2605
16000,1.2600
20000,1.2585
24000,1.2580
28000,1.2590
