x,F_over_F0
0,1.0000
10,0.8074
25,0.7891
50,0.7592
65,0.8254
72,0.9809
80,0.9441
100,0.9386
145,0.9373
155,0.9601
170,0.9451
180,0.9432
217,0.9299
230,0.9675
260,0.9173
300,0.9061
340,0.8967
360,0.8941
420,0.8863
500,0.9203
600,0.8589
700,0.8457
800,0.8292
900,0.8220
1000,0.8495
1100,0.8180
1250,0.8036
1450,0.7726
1700,0.7654
2000,0.8145
