x,F_over_F0
0,1.033
1,1.000
2,0.933
3,0.840
4,0.747
5,0.653
6,0.567
7,0.493
8,0.433
9,0.387
10,0.347
12,0.293
15,0.247
18,0.220
20,0.210
25,0.203
30,0.200
40,0.200
50,0.200
60,0.200
70,0.200
80,0.200
90,0.200
100,0.200
