x,F_over_F0
0,0.980
2,0.880
4,0.753
6,0.620
8,0.493
10,0.387
12,0.293
14,0.220
16,0.153
18,0.100
20,0.063
22,0.040
24,0.030
26,0.025
30,0.021
40,0.020
50,0.019
60,0.018
70,0.017
80,0.015
90,0.015
100,0.013
110,0.012
114,0.012
