x,F_over_F0
0,1.000
20,0.860
30,0.845
50,0.830
70,0.820
100,0.810
200,0.793
300,0.785
500,0.775
700,0.768
1000,0.763
2000,0.753
3000,0.747
5000,0.740
7000,0.735
10000,0.732
20000,0.723
30000,0.718
50000,0.710
70000,0.705
100000,0.700
200000,0.687
300000,0.680
500000,0.670
700000,0.665
1000000,0.660
