x,F_over_F0
0,1.000
25,0.890
50,0.840
100,0.800
200,0.765
300,0.750
500,0.725
750,0.705
1000,0.690
1500,0.670
2000,0.655
3000,0.635
4000,0.615
5000,0.605
6000,0.598
7000,0.590
8000,0.582
9000,0.575
10000,0.567
11000,0.560
12000,0.558
13000,0.557
14000,0.5585
15000,0.5596
