x,F_over_F0
0,1.000
20,0.930
30,0.915
50,0.902
70,0.893
100,0.885
200,0.872
300,0.865
500,0.857
700,0.852
1000,0.847
2000,0.838
3000,0.833
5000,0.827
7000,0.823
10000,0.820
20000,0.812
30000,0.808
50000,0.802
70000,0.798
100000,0.795
200000,0.787
300000,0.783
500000,0.780
700000,0.778
1000000,0.775
