x,F_over_F0
0,1.0000
10,0.8033
25,0.7752
50,0.7559
75,0.7424
100,0.7350
150,0.7208
200,0.7119
300,0.6971
400,0.6863
500,0.6783
600,0.6730
700,0.6672
800,0.6615
900,0.6578
1000,0.6537
1100,0.6500
1200,0.6466
1300,0.6440
1400,0.6409
1500,0.6386
1600,0.6361
1700,0.6338
1800,0.6315
1900,0.6293
2000,0.6270
