x,y
6000,0.0635
8500,0.059
8800,0.049
9700,0.0525
10000,0.045
10500,0.0485
11500,0.044
12000,0.039
12000,0.031
12200,0.037
12300,0.031
13000,0.032
13200,0.029
14000,0.0285
16700,0.0245
17000,0.0245
19500,0.019
20000,0.019
22000,0.017
25000,0.0135
