x,F_over_F0
0,1.0000
10,0.8251
25,0.7976
50,0.7795
65,0.7755
72,0.7752
80,0.7730
100,0.7699
145,0.7675
155,0.7612
170,0.7549
180,0.7526
217,0.7453
230,0.7430
260,0.7387
300,0.7345
340,0.9583
360,0.9422
420,0.9251
500,0.9069
600,0.8941
700,0.8808
800,0.8648
900,0.8564
1000,0.8800
1100,0.8578
1250,0.8439
1450,0.8172
1700,0.8044
2000,0.7971
