x,F_over_F0
0,1.000
25,0.880
50,0.830
100,0.790
200,0.755
300,0.740
500,0.710
750,0.690
1000,0.675
1500,0.655
2000,0.640
3000,0.620
4000,0.605
5000,0.595
6000,0.585
7000,0.575
8000,0.565
9000,0.558
10000,0.550
11000,0.542
12000,0.537
13000,0.532
14000,0.528
15000,0.5256
