x,F_over_F0
0,1.0000
14256,0.9888
21564,0.9871
28800,0.9819
36000,0.9820
57456,0.9743
72000,0.9734
86436,0.9697
107892,0.9721
122400,0.9711
136908,0.9666
165564,0.9612
194256,0.9596
223200,0.9568
252000,0.9559
280908,0.9539
316908,0.9511
345816,0.9493
360000,0.9440
403524,0.9440
456516,0.9424
509472,0.9389
562428,0.9359
614952,0.9341
667944,0.9336
702684,0.9330
