x,F_over_F0
0,1.000
20,0.855
30,0.843
50,0.833
70,0.827
100,0.820
200,0.810
300,0.805
500,0.798
700,0.793
1000,0.790
2000,0.782
3000,0.778
5000,0.772
7000,0.768
10000,0.765
20000,0.758
30000,0.755
50000,0.750
70000,0.747
100000,0.743
200000,0.735
300000,0.730
500000,0.722
700000,0.717
1000000,0.710
