x,F_over_F0
0,1.000
5,0.998
10,0.995
15,0.997
20,0.994
25,0.996
30,0.996
35,0.993
40,0.995
50,0.993
60,0.991
70,0.992
80,0.990
90,0.991
100,0.989
110,0.990
120,0.988
130,0.989
140,0.988
150,0.988
