x,F_over_F0
10,1.0000
20,1.0000
40,1.0104
70,1.0208
100,1.0521
200,1.1354
400,1.2188
700,1.3750
1000,1.5104
1500,1.6979
2000,1.8438
3000,1.9792
4000,2.0312
5000,2.0417
7000,2.0208
10000,1.9688
15000,1.9167
20000,1.8750
30000,1.8333
50000,1.7812
70000,1.7500
100000,1.7083
150000,1.6562
200000,1.6146
300000,1.5625
400000,1.5312
500000,1.5104
600000,1.5000
