x,F_over_F0
0,1.000
20,0.917
30,0.905
50,0.897
70,0.892
100,0.888
200,0.880
300,0.877
500,0.872
700,0.870
1000,0.867
2000,0.862
3000,0.858
5000,0.853
7000,0.850
10000,0.847
20000,0.840
30000,0.837
50000,0.832
70000,0.830
100000,0.828
200000,0.822
300000,0.820
500000,0.817
700000,0.815
1000000,0.812
