x,F_over_F0
102,0.9964
204,0.9745
306,0.9153
613,0.9061
1839,0.8976
3882,0.8942
5924,0.8917
7967,0.8917
10010,0.8909
12053,0.8909
14096,0.8909
16139,0.8883
19305,0.8883
21348,0.8883
23391,0.8883
25434,0.8883
27477,0.8875
30133,0.8875
32176,0.8866
34219,0.8841
36261,0.8824
38304,0.8765
39530,0.8681
39939,0.8588
40194,0.8520
40999,0.0000
