x,F_over_F0
0,1.0000
40,0.9989
80,0.9977
140,0.9960
200,0.9944
300,0.9910
400,0.9853
500,0.9808
600,0.9774
700,0.9718
760,0.9661
800,0.9605
830,0.9548
860,0.9492
900,0.9378
