x,F_over_F0
1,1.0001
2,0.9208
3,0.9243
4,0.9084
5,0.8982
6,0.8795
7,0.8851
8,0.8671
9,0.8696
10,0.8584
11,0.8444
12,0.8543
13,0.8447
14,0.8397
15,0.8329
16,0.8230
17,0.8065
18,0.8146
19,0.7966
20,0.7987
