x,F_over_F0
255,0.9339
409,0.9229
460,0.8968
613,0.8849
715,0.8765
868,0.8655
1073,0.8571
1430,0.8486
1736,0.8402
2043,0.8318
2400,0.8233
3728,0.8157
4954,0.8073
6282,0.8005
7610,0.7971
8938,0.7938
10266,0.7904
11593,0.7862
12921,0.7853
20225,0.7836
21553,0.7794
22880,0.7752
23187,0.7659
23647,0.7600
24722,0.0000
