x,F_over_F0
0,1.0000
30,1.0068
60,1.0095
100,1.0041
200,0.9932
300,0.9864
400,0.9796
500,0.9728
600,0.9660
700,0.9592
760,0.9524
800,0.9456
840,0.9388
860,0.9320
910,0.9116
