x,y
0.00142,0.000406
0.00189,0.000451
0.00244,0.000223
0.00289,0.000429
0.00327,0.000346
0.00338,0.000353
0.00441,0.00041
0.00446,0.00045
0.00467,0.000342
0.00514,0.000401
0.0152,0.000275
0.0179,0.000409
0.0232,0.000352
0.0305,0.000279
0.0317,0.000204
0.0369,0.000267
0.0616,0.000182
0.0616,0.000239
0.0715,0.000262
0.0952,0.000146
