x,F_over_F0
10,1.0000
20,1.0000
40,1.0169
70,1.0508
100,1.0847
200,1.2288
400,1.3814
700,1.4576
1000,1.5000
1500,1.5169
2000,1.5169
3000,1.5085
4000,1.4746
5000,1.4237
7000,1.3475
10000,1.2627
15000,1.1695
20000,1.1017
30000,1.0169
50000,0.9237
70000,0.8559
100000,0.7881
150000,0.7203
200000,0.6780
300000,0.6271
400000,0.5932
500000,0.5678
600000,0.5508
