x,F_over_F0
0,1.0000
10,0.7739
25,0.7334
50,0.6996
65,0.9671
72,0.9671
80,0.9671
100,0.8872
145,1.0147
155,1.0060
170,1.0153
180,0.9336
217,0.8710
230,0.9575
260,0.8407
300,0.8355
340,0.7988
360,0.7878
420,0.7822
500,0.7719
600,0.7595
700,0.7265
800,0.7371
900,0.7173
1000,0.6867
1100,0.6670
1250,0.6640
1450,0.5986
1700,0.5695
2000,0.6151
