x,F_over_F0
0,1.0000
10,0.8242
25,0.7920
50,0.7702
75,0.7571
100,0.7470
150,0.7335
200,0.7239
300,0.7102
400,0.6975
500,0.6904
600,0.6836
700,0.6779
800,0.6720
900,0.6673
1000,0.6637
1100,0.6596
1200,0.6560
1300,0.6524
1400,0.6516
1500,0.6474
1600,0.6447
1700,0.6424
1800,0.6400
1900,0.6376
2000,0.6353
