x,F_over_F0
0,1.0000
10,0.8621
25,0.8449
50,0.8253
75,0.8117
100,0.7881
150,0.7871
200,0.7769
300,0.7618
400,0.7396
500,0.7407
600,0.7330
700,0.7259
800,0.7204
900,0.7087
1000,0.7081
1100,0.7058
1200,0.7016
1300,0.6942
1400,0.6933
1500,0.6904
1600,0.6874
1700,0.6850
1800,0.6827
1900,0.6800
2000,0.6779
