x,F_over_F0
0,1.0000
10,0.8022
25,0.7757
50,0.7503
65,0.7390
72,0.7353
80,0.7318
100,0.7238
145,0.7068
155,0.7003
170,0.6979
180,0.6967
217,0.6767
230,0.6761
260,0.6695
300,0.6665
340,0.6576
360,0.6518
420,0.6503
500,0.6437
600,0.6393
700,0.6260
800,0.6283
900,0.6262
1000,0.6167
1100,0.6151
1250,0.6173
1450,0.5929
1700,0.5813
2000,0.5769
