x,F_over_F0
0,1.0000
10,0.7373
25,0.7158
50,0.6887
65,0.6799
72,0.6760
80,0.6716
100,0.6636
145,0.6187
155,0.6129
170,0.7213
180,0.9282
217,0.8687
230,0.8563
260,0.8370
300,0.8190
340,0.7920
360,0.7826
420,0.7723
500,0.7584
600,0.7426
700,0.7083
800,0.7180
900,0.6938
1000,0.6562
1100,0.6393
1250,0.6210
1450,0.5475
1700,0.5153
2000,0.4990
