x,F_over_F0
0,1.000
20,0.890
30,0.877
50,0.865
70,0.857
100,0.850
200,0.837
300,0.830
500,0.822
700,0.817
1000,0.812
2000,0.803
3000,0.798
5000,0.792
7000,0.788
10000,0.785
20000,0.777
30000,0.773
50000,0.768
70000,0.765
100000,0.762
200000,0.753
300000,0.750
500000,0.743
700000,0.740
1000000,0.733
