x,F_over_F0
0,1.000
2,0.907
4,0.780
6,0.647
8,0.520
10,0.413
12,0.353
15,0.307
20,0.280
25,0.270
30,0.263
40,0.257
50,0.253
60,0.250
70,0.247
80,0.243
90,0.240
100,0.237
110,0.233
120,0.230
130,0.227
