x,F_over_F0
0,1.0000
10,0.8579
25,0.8402
50,0.8206
100,0.8052
150,0.7897
200,0.7701
300,0.7626
400,0.7290
500,0.7355
600,0.7312
650,0.7290
700,0.4897
750,0.4299
800,0.3720
830,0.3389
850,0.3168
870,0.3112
900,0.3355
960,0.2897
1000,0.5551
1020,0.3196
1060,0.2897
1100,0.3084
1150,0.2841
1175,0.3308
1200,0.2841
1260,0.2785
1300,0.2187
1340,0.3523
1360,0.2766
1400,0.2710
1500,0.2710
1600,0.2729
1700,0.2617
1800,0.2617
1900,0.2710
2000,0.2748
