x,F_over_F0
0,1.0000
10,0.9308
25,0.9271
50,0.9215
100,0.9140
150,0.9140
200,0.9178
300,0.9140
400,0.7738
500,0.9140
600,0.9140
650,0.9140
700,0.9215
750,0.9215
800,0.9140
830,0.9140
850,0.8720
870,0.8636
900,0.8673
960,0.8832
1000,0.8822
1020,0.8841
1060,0.8617
1100,0.8617
1150,0.8729
1175,0.8832
1200,0.8636
1260,0.8729
1300,0.8692
1340,0.8832
1360,0.8673
1400,0.8673
1500,0.8645
1600,0.8664
1700,0.8729
1800,0.8673
1900,0.8505
2000,0.8505
