x,F_over_F0
1,0.9999
2,1.1093
3,1.1873
4,1.2075
5,1.2236
6,1.1901
7,1.1963
8,1.1985
9,1.2022
10,1.2407
11,1.2006
12,1.2469
13,1.2184
14,1.2211
15,1.2118
16,1.2460
17,1.1907
18,1.2274
19,1.2205
20,1.2146
