x,F_over_F0
1,1.0000
100,1.0010
200,1.0320
300,1.0490
500,1.0785
700,1.1000
2600,1.1653
3500,1.1750
4500,1.1755
5500,1.1760
7000,1.1755
9000,1.1760
11000,1.1750
12500,1.1780
14000,1.1755
16000,1.1775
18000,1.1770
