x,F_over_F0
0,1.000
25,0.920
50,0.870
100,0.825
200,0.780
300,0.765
500,0.745
750,0.725
1000,0.710
1500,0.695
2000,0.685
3000,0.675
4000,0.665
5000,0.660
6000,0.650
7000,0.645
8000,0.640
9000,0.637
9500,0.6457
